,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Latitude,Longitude
4916,40914,US-Mexico Border,3-Jun-15,2015,Jun,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4917,41111,Central America,2-Jun-15,2015,Jun,3.0,,3,117.0,,,,Violence,"Sonora, Mexico",AFP,Central America to US,Central America,1,29.376662500000, -113.982345600000
4918,40304,North Africa,1-Jun-15,2015,Jun,2.0,,2,,,,,"Dehydration, Starvation","Sahara Desert between Agadez, Niger and Libya",MHub,,Northern Africa,2,20.084053000000, 10.741789000000
4919,40614,US-Mexico Border,1-Jun-15,2015,Jun,1.0,,1,,1.0,,,Hyperthermia,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4920,40615,US-Mexico Border,1-Jun-15,2015,Jun,1.0,,1,,,1.0,,Hyperthermia,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4921,40664,North Africa,1-Jun-15,2015,Jun,1.0,,1,,,,,Murdered,"Sahara Desert between Agadez, Niger and Libya",MHub,,Northern Africa,2,19.075158000000, 8.024068000000
4922,40837,Southeast Asia,1-Jun-15,2015,Jun,,60.0,60,,,,,Mixed,Bay of Bengal and Andaman Sea,UNHCR,,South-eastern Asia,4,10.010819000000, 94.999996000000
4923,40913,North Africa,1-Jun-15,2015,Jun,1.0,,1,,,,,Unknown,"Sahara Desert between Agadez, Niger and Libya",MHub,,Northern Africa,2,20.084053000000, 10.741789000000
4924,41099,North Africa,1-Jun-15,2015,Jun,1.0,,1,,,,,Violence,"Sahara Desert between Agadez, Niger and Libya",MHub,,Northern Africa,2,19.075158000000, 8.024068000000
4925,40690,Central America,31-May-15,2015,May,1.0,,1,,,1.0,,Shot,"La Rumorosa, Baja California, Mexico",El mexicano.com,Central America to US,Central America,1,32.602038000000, -116.079468000000
4926,41067,Europe,31-May-15,2015,May,1.0,,1,,,1.0,,Vehicle Accident,"A16 Highway at the entrance to the Eurotunnel, France",Calais Migrants Solidarity ,Calais to United Kingdom,Western Europe,4,49.610700000000, 1.406250000000
4927,44607,North Africa,31-May-15,2015,May,1.0,,1,,,,,Vehicle Accident,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,,Northern Africa,2,24.026731964107, 13.154260888876
4928,40285,Mediterranean,30-May-15,2015,May,17.0,8.0,25,454.0,,,,"Burned, Drowning",Central Med,IOM Italy,Central Mediterranean,Uncategorized,4,35.050314391584, 18.113846750000
4929,40912,US-Mexico Border,30-May-15,2015,May,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4930,40355,US-Mexico Border,28-May-15,2015,May,8.0,,8,,,,,Drowning,"Rio Grande, Mexican side of border",Hoy Tamaulipas,Central America to US,Central America,1,29.085434600000, -100.863546900000
4931,40356,US-Mexico Border,28-May-15,2015,May,,1.0,1,,,1.0,,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,Central America to US,Central America,1,27.469219000000, -99.549635600000
4932,40910,US-Mexico Border,28-May-15,2015,May,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4933,40911,US-Mexico Border,28-May-15,2015,May,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4934,40608,South America,27-May-15,2015,May,1.0,,1,,,1.0,,Cardiac arrest,"Turbo, Urabá, Antioquía, Colombia",Diario de Cuba & El Colombiano,Darien Gap,South America,3,8.086946369365, -76.728381218555
4935,40587,Mediterranean,26-May-15,2015,May,1.0,,1,,,1.0,1.0,Fall from boat,"Rocks near the port of Melilla, Spain",Asociación Pro Derechos Humanos de Andalucía,Western Mediterranean,Uncategorized,3,35.880463000000, -5.320930000000
4936,40588,Central America,26-May-15,2015,May,1.0,,1,,,1.0,,Fall from boat,"Ramos Arizpe. On way to Laredo, Tamaulipas, Mexico",El Siglo,Central America to US,Central America,1,26.213257000000, -100.156984000000
4937,40909,Southeast Asia,26-May-15,2015,May,2.0,,2,,,1.0,,Unknown,Indonesia,IOM Indonesia,,South-eastern Asia,4,13.498141000000, 89.487406000000
4938,40354,Mediterranean,25-May-15,2015,May,5.0,,5,25.0,,,,Drowning,"off coast of Kafr el-Sheikh, Egypt",Le Figaro,Central Mediterranean,Uncategorized,1,38.324300000000, 26.288780000000
4939,40353,Southeast Asia,24-May-15,2015,May,47.0,,47,,,,,Drowning,"Rakhine State, Myanmar",Press TV,,South-eastern Asia,1,19.810093000000, 93.987842700000
4940,40301,North Africa,23-May-15,2015,May,1.0,,1,,,,,"Dehydration, Harsh conditions","Brega, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.410095000000, 19.569885000000
4941,40352,Mediterranean,23-May-15,2015,May,5.0,,5,49.0,,,,Drowning,Teboulba,Business Stanard,Central Mediterranean,Uncategorized,1,35.643960100000, 10.946793900000
4942,40908,US-Mexico Border,22-May-15,2015,May,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4943,40755,Horn of Africa,21-May-15,2015,May,1.0,,1,,,,,Dehydration,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-0.353821000000, 42.545288000000
4944,40838,Mediterranean,21-May-15,2015,May,1.0,,1,,,1.0,1.0,Suffocation,Unknown - Central Med,IOM Rome ,Central Mediterranean,Uncategorized,4,35.309949500000, 13.479818300000
4945,40351,Sub-Saharan Africa,20-May-15,2015,May,8.0,,8,8.0,5.0,3.0,,Drowning,Nosy Be (Northern Madagascar),LINFO.re,,Eastern Africa,1,-13.315018600000, 48.259260600000
4946,40722,Southeast Asia,19-May-15,2015,May,1.0,,1,,,1.0,,Sickness and lack of access to medicines,"Indonesia, Cut Meutia Hospital",,,South-eastern Asia,4,4.718780000000, 97.931785000000
4947,40839,Sub-Saharan Africa,19-May-15,2015,May,1.0,,1,,,,,Suffocation,"In back of truck, between Moyale, Ethiopia and Nairobi, Kenya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,1.860474000000, 37.772888000000
4948,40350,US-Mexico Border,18-May-15,2015,May,1.0,,1,,,1.0,,Drowning,"All American Canal, Calexico CA",Imperial County Coroner's Office,Central America to US,Uncategorized,5,32.668685000000, -115.493137300000
4949,40821,Sub-Saharan Africa,15-May-15,2015,May,1.0,,1,,,,,"Starvation, Suffocation","Between Moyale, Ethiopia and Nairobi, Kenya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,1.695679000000, 37.937683000000
4950,40869,Southeast Asia,15-May-15,2015,May,,10.0,10,,,,,Unknown,,BBC,,South-eastern Asia,1,5.836902800000, 115.099941100000
4951,41075,Horn of Africa,13-May-15,2015,May,1.0,,1,,,,,Vehicle Accident,Sudan,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.739896500000, 25.702966000000
4952,40286,Europe,12-May-15,2015,May,1.0,,1,,,1.0,,Crushed in back of truck,"Genas, France",Lyon Capitale,,Western Europe,1,45.732148000000, 4.999428000000
4953,40635,US-Mexico Border,12-May-15,2015,May,1.0,,1,,,1.0,,Hypothermia,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4954,40691,Central America,10-May-15,2015,May,1.0,,1,2.0,,1.0,,Shot,"Los Pinos, Mexicali, Mexico",El Vigia,Central America to US,Central America,1,32.650514000000, -115.448746000000
4955,40907,Southeast Asia,5-May-15,2015,May,2.0,,2,,,,,Unknown,"Trafficking camps in Phang Nga province, Thailand",The Guardian,,South-eastern Asia,3,8.450141400000, 98.525531700000
4956,40535,Mediterranean,4-May-15,2015,May,5.0,41.0,46,91.0,,46.0,,Drowning,Between Libya and Italy/Malta. Rescued by Maltese ship ,IOM Rome also see BBC,Central Mediterranean,Uncategorized,4,36.391620500000, 14.349836900000
4957,40349,Mediterranean,2-May-15,2015,May,3.0,,3,31.0,,,,Drowning,"Off the coast of Beheira’s Edku city, Egypt",Ahram Online,Central Mediterranean,Uncategorized,1,31.299627700000, 30.292163700000
4958,40540,Mediterranean,2-May-15,2015,May,10.0,,10,,,,,Drowning,Various - Central Med (off Libya),BBC,Central Mediterranean,Uncategorized,1,31.594035217005, 18.109550500000
4959,40290,North Africa,1-May-15,2015,May,6.0,,6,,,,,Dehydration,"Sahara Desert, between Yantala, Niger and Tripoli, Libya",MHub,,Northern Africa,2,23.875410200000, 12.847447600000
4960,40661,North Africa,1-May-15,2015,May,2.0,,2,,,,,Murdered,"Sahara Desert, between Niamey, Niger and Tripoli, Libya",MHub,,Northern Africa,2,19.789357100000, 10.763283100000
4961,40906,Southeast Asia,1-May-15,2015,May,36.0,,36,,,,,Unknown,"Trafficking camps in Songkhla province, Thailand",The Guardian,,South-eastern Asia,3,8.540132000000, 98.661975000000
4962,41031,Southeast Asia,1-May-15,2015,May,106.0,,106,,,,,Unknown,28 abandoned human trafficking camps scattered along a 50 km (30 mile) stretch of the Thai border,Various - Anadolu Agency,,South-eastern Asia,1,6.444910000000, 100.578535000000
4963,41066,North Africa,1-May-15,2015,May,1.0,,1,,,,,Vehicle Accident,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,,Northern Africa,2,19.075158000000, 8.024068000000
4964,41102,North Africa,1-May-15,2015,May,2.0,,2,,,,,Violence,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
4965,44606,North Africa,30-Apr-15,2015,Apr,2.0,,2,,,,,Shot,"Misurata, Libya",MHub,,Northern Africa,2,32.318625356454, 15.161053695703
4966,40863,Europe,24-Apr-15,2015,Apr,1.0,,1,,,1.0,,Train Accident,"Near Skopje, Macedonia",Free Radio Europe  - reporet based on dpa ,Western Balkans,Southern Europe,1,41.997346200000, 21.427995600000
4967,41035,US-Mexico Border,24-Apr-15,2015,Apr,1.0,,1,,1.0,,,Vehicle Accident,"Brownsville Ship Channel, Cameron County, Texas",Brownsville Herald,Central America to US,Northern America,1,25.959096300000, -97.296037800000
4968,40862,Europe,23-Apr-15,2015,Apr,14.0,,14,36.0,,,,Train Accident,"Pcinja, Veles, Macedonia",Macedonia Information Agency,Western Balkans,Southern Europe,1,41.716456300000, 21.772296600000
4969,40904,US-Mexico Border,23-Apr-15,2015,Apr,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4970,40905,US-Mexico Border,23-Apr-15,2015,Apr,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4971,40288,Mediterranean,21-Apr-15,2015,Apr,1.0,,1,,,1.0,,"Crushed, Vehicle Accident","under bus on ferry from Igoumenitsa, Greece to Bari, Italy",The Local.it,Central Mediterranean,Uncategorized,1,41.150241784105, 17.421187906250
4972,40348,US-Mexico Border,21-Apr-15,2015,Apr,1.0,,1,,,1.0,,Drowning,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",Televisa,Central America to US,Central America,1,27.468842800000, -99.557492700000
4973,41045,Central America,21-Apr-15,2015,Apr,1.0,,1,,,1.0,,Vehicle Accident,"Federal highway 90, between Irapuato and Abasolo, Mexico",AM León (Mexico),Central America to US,Central America,1,20.538573000000, -101.455532000000
4974,40346,Mediterranean,20-Apr-15,2015,Apr,2.0,,2,88.0,1.0,2.0,1.0,Drowning,"Zephyros beach, Rhodes, Greece (right on coast)",Reuters and IOM Greece,Eastern Mediterranean,Uncategorized,4,33.712300000000, 11.447400000000
4975,40347,Mediterranean,20-Apr-15,2015,Apr,1.0,,1,88.0,,1.0,,Drowning,"Zephyros beach, Rhodes, Greece (right on coast)","Reuters and IOM Greece, Action Group for Palestinians of Syria",Eastern Mediterranean,Uncategorized,4,36.352782000000, 27.938259000000
4976,41074,Horn of Africa,20-Apr-15,2015,Apr,1.0,,1,,,,,Vehicle Accident,"Karora, Eritrea",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,17.701111000000, 38.369873000000
4977,40345,Mediterranean,18-Apr-15,2015,Apr,750.0,272.0,1022,28.0,,,,Drowning,"120 miles south of Lampedusa, 110 kilometers north of Libya (almost 70 miles)",ICRC,Central Mediterranean,Uncategorized,4,35.030000000000, 14.677700000000
4978,40595,Mediterranean,17-Apr-15,2015,Apr,1.0,0.0,1,70.0,1.0,,,Fuel burns,Between Libya and Italy ,UNHCR,Central Mediterranean,Uncategorized,4,35.746500000000, 14.414100000000
4979,40851,Central America,17-Apr-15,2015,Apr,1.0,,1,,,1.0,,Train Accident,"Rincón de Romos, Aguascalientes, Mexico",Noticiero El Circo,Central America to US,Central America,1,26.213257000000, -100.156984000000
4980,40289,Horn of Africa,16-Apr-15,2015,Apr,1.0,,1,,,,,Dehydration,"Between Hargeysa and Berbera, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.915894000000, 44.647095000000
4981,40344,Mediterranean,16-Apr-15,2015,Apr,,41.0,41,4.0,,41.0,,Drowning,Unspecified location between Libya and Italy,IOM Italy,Central Mediterranean,Uncategorized,4,34.885900000000, 14.414100000000
4982,40534,Mediterranean,16-Apr-15,2015,Apr,,12.0,12,15.0,,,,Drowning,Unspecified location between Libya and Italy,Al Jazeera and IOM Rome,Central Mediterranean,Uncategorized,4,35.746500000000, 14.414100000000
4983,40343,US-Mexico Border,15-Apr-15,2015,Apr,1.0,2.0,3,,2.0,1.0,,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,Central America to US,Central America,1,27.469219000000, -99.549635600000
4984,40342,US-Mexico Border,14-Apr-15,2015,Apr,1.0,,1,,,1.0,,Drowning,"Rio Bravo, Mexico",Televisa,Central America to US,Central America,1,26.037909700000, -98.086004100000
4985,40341,Mediterranean,13-Apr-15,2015,Apr,9.0,391.0,400,144.0,,,,Drowning,80 miles off the Libyan coasts,IOM Italy from Flavio 29/04/2015,Central Mediterranean,Uncategorized,4,36.173400000000, 17.572607000000
4986,40872,Sub-Saharan Africa,13-Apr-15,2015,Apr,1.0,,1,,,,,Unknown,"Zambesi River, Zimbabwe, at border with South Africa",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-22.187675800000, 29.926538600000
4987,40902,US-Mexico Border,13-Apr-15,2015,Apr,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4988,40903,US-Mexico Border,13-Apr-15,2015,Apr,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4989,40340,Caribbean,11-Apr-15,2015,Apr,,3.0,3,,1.0,2.0,,Drowning,off the coast of Bahamas,The Tico Times,,Caribbean,1,25.144970606594, -77.698404023437
4990,40339,Mediterranean,10-Apr-15,2015,Apr,2.0,,2,129.0,1.0,1.0,,Drowning,"Unspecified location off the coast of Kafr el-Sheikh, Egypt",Global Post,Central Mediterranean,Uncategorized,1,31.106319800000, 30.941975100000
4991,40901,Mediterranean,10-Apr-15,2015,Apr,1.0,,1,,,,,Unknown,Off the coast of Libya,Reuters,Central Mediterranean,Uncategorized,1,34.234500000000, 14.743700000000
4992,40338,Caribbean,9-Apr-15,2015,Apr,21.0,19.0,40,12.0,6.0,11.0,,Drowning,"Borgne, west of Cap-Haitien, Haiti",The Guardian,,Caribbean,3,19.801748400000, -72.286630900000
4993,40578,Sub-Saharan Africa,8-Apr-15,2015,Apr,4.0,,4,,,,,"Excessive Physical Abuse, Shot, Stabbed","Harare, Zimbabwe",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-17.833191000000, 31.032288000000
4994,40337,Mediterranean,6-Apr-15,2015,Apr,7.0,4.0,11,9.0,,,,Drowning,"Aegean Sea Mugla Bozburun, Ye?ilova Gulf, Turkey, en route to Kos","APA news, Turkish Coast Guard Command ",Eastern Mediterranean,Uncategorized,5,37.466700000000, 26.966700000000
4995,40900,US-Mexico Border,6-Apr-15,2015,Apr,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
4996,40336,Caribbean,3-Apr-15,2015,Apr,1.0,0.0,1,10.0,,1.0,,Drowning,"Mona Island, Puerto Rico",Caribbean News Now,,Caribbean,1,18.087567800000, -67.929463900000
4997,40576,Sub-Saharan Africa,2-Apr-15,2015,Apr,1.0,,1,,,,,Excessive Physical Abuse,"In the sea, on the way to Tanzania",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-6.744507000000, 39.314697000000
4998,40723,Sub-Saharan Africa,2-Apr-15,2015,Apr,2.0,,2,,,,,Sickness and lack of access to medicines,"Maputo, Mozambique",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-25.899597000000, 32.609314000000
4999,40296,North Africa,1-Apr-15,2015,Apr,1.0,,1,,,,,Dehydration,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
5000,40717,North Africa,1-Apr-15,2015,Apr,1.0,,1,,,,,Sickness and lack of access to medicines,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,,Northern Africa,2,19.075158000000, 8.024068000000
5001,40718,North Africa,1-Apr-15,2015,Apr,2.0,,2,,,,,Sickness and lack of access to medicines,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
5002,41109,North Africa,1-Apr-15,2015,Apr,1.0,,1,,,,,Violence,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
5003,40563,Southeast Asia,31-Mar-15,2015,Mar,,130.0,130,,,,,Drowning,"Bay of Bengal - departed from Myanmar, Rakhine State",Arakan Project,,South-eastern Asia,4,13.498141000000, 89.487406000000
5004,40651,Southeast Asia,31-Mar-15,2015,Mar,,243.0,243,,,,,Mixed,,UNHCR,,Eastern Asia,4,11.139821600000, 107.976212600000
5005,40899,US-Mexico Border,31-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5006,40820,North Africa,29-Mar-15,2015,Mar,4.0,,4,,,,,"Starvation, Dehydration, Suffocation","In the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,28.949376800000, 17.285763500000
5007,40898,Central America,29-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,"100 meters from the road to Matehuala, Mexico",Pulso,Central America to US,Central America,1,23.692761000000, -100.625276000000
5008,40574,US-Mexico Border,26-Mar-15,2015,Mar,1.0,,1,,,1.0,,Excessive Physical Abuse,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5009,41095,US-Mexico Border,26-Mar-15,2015,Mar,1.0,,1,,,1.0,,Violence,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5010,40335,Mediterranean,19-Mar-15,2015,Mar,3.0,0.0,3,84.0,,,,Drowning,"Zarzis, Tunisa",IOM Tunisia,Central Mediterranean,Uncategorized,4,33.504103500000, 11.088149400000
5011,40333,US-Mexico Border,17-Mar-15,2015,Mar,1.0,,1,,,1.0,,Drowning,"All American Canal, East of Highline Canal, Calexico CA",Imperial County Coroner's Office,Central America to US,Uncategorized,5,32.668484200000, -115.505436600000
5012,40334,Mediterranean,17-Mar-15,2015,Mar,5.0,3.0,8,8.0,,,,Drowning,"Bodrum, Turkey, en route to Kos",IOM Turkey,Eastern Mediterranean,Uncategorized,4,37.020073000000, 27.401316000000
5013,40860,Central America,17-Mar-15,2015,Mar,,,0,,,,,Train Accident,"Tabasco state, Mexico",South China Morning Post,Central America to US,Central America,1,17.947712200000, -93.680033900000
5014,40861,Central America,17-Mar-15,2015,Mar,6.0,,6,269.0,,,,Train Accident,"Tabasco state, Mexico",South China Morning Post,Central America to US,Central America,1,17.947712200000, -93.680033900000
5015,40896,US-Mexico Border,17-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5016,40897,US-Mexico Border,17-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5017,51549,Central America,17-Mar-15,2015,Mar,9.0,,9,,,9.0,,Unknown,"Bodies found in clandestine grave in the municipality of Güémez, Tamaulipas ",OHCHR Mexico,,Central America,4,23.918447700000, -99.007484000000
5018,40331,North Africa,11-Mar-15,2015,Mar,4.0,8.0,12,18.0,,,1.0,Drowning,"Near Tan-Tan Beach, Gran Canaria ",Departamento 19,Western African,Northern Africa,1,28.102399700000, -15.415593300000
5019,40332,US-Mexico Border,11-Mar-15,2015,Mar,1.0,,1,,,,,Drowning,"Rio Grande near Guerrero, Coahuila, Mexico",Reporte Zocalo,Central America to US,Central America,1,28.335688400000, -100.391984000000
5020,40639,Middle East,10-Mar-15,2015,Mar,2.0,,2,,,2.0,,Hypothermia,"Uzgaç Village, Turkey",BGN news,,Western Asia,1,41.792270000000, 26.437847000000
5021,40329,Central America,9-Mar-15,2015,Mar,1.0,,1,,,1.0,,Drowning,"in the Chacamax River in the municipality of Palenque, Chiapas, Mexico",SinEmbargo,Central America to US,Central America,3,17.498700000000, -91.980400000000
5022,40330,Horn of Africa,9-Mar-15,2015,Mar,42.0,,42,30.0,,,,Drowning,"Unspecified location off the coast of Bi’r Ali in the southern Shabwah province, Yemen",The Washington Post,,Eastern Africa,1,14.024729400000, 48.345196200000
5023,40328,North Africa,8-Mar-15,2015,Mar,4.0,,4,30.0,,,,Drowning,Off the coast of Tan-Tan in the Maghreb country,Ansa Med,Western African,Northern Africa,1,28.438040800000, -11.098737400000
5024,40326,US-Mexico Border,6-Mar-15,2015,Mar,1.0,,1,,,1.0,,Drowning,"Rio Grande, near Miguel Alemán, Tamaulipas, Mexico",El Manana,Central America to US,Central America,1,27.623664000000, -99.634314600000
5025,40327,US-Mexico Border,6-Mar-15,2015,Mar,1.0,,1,,,1.0,,Drowning,"West Main Canal, Seeley, CA",Imperial County Coroner's Office,Central America to US,Uncategorized,5,32.746705400000, -115.667260100000
5026,40533,Central America,6-Mar-15,2015,Mar,1.0,,1,,,1.0,,Drowning,"Chacamax River, Chiapas, Mexico",La 72,Central America to US,Central America,1,17.480292000000, -91.720399000000
5027,40895,US-Mexico Border,6-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5028,40539,North Africa,4-Mar-15,2015,Mar,,25.0,25,,,,,Drowning,"Off the coast of Nuadibu, Mauritania",Asociación Pro Derechos Humanos de Andalucía,Western African,Uncategorized,3,20.947648094934, -17.087038967578
5029,40894,Central America,4-Mar-15,2015,Mar,1.0,,1,,,1.0,,Unknown,"Camelinas 2309, Chapultepec Nte., 58260 Morelia, Mich., Mexico",El norte and El Diario,Central America to US,Central America,3,19.682152000000, -101.169727000000
5030,40325,Mediterranean,3-Mar-15,2015,Mar,10.0,40.0,50,941.0,,,,Drowning,Channel of Sicily ,IOM Italy,Central Mediterranean,Uncategorized,4,36.031300000000, 13.359400000000
5031,40677,Caribbean,3-Mar-15,2015,Mar,1.0,,1,,1.0,,,"Rape, Murdered","Woods near Palo Blanco Community, DR",El Caribe,,Caribbean,3,18.786226600000, -71.646850300000
5032,40597,North Africa,1-Mar-15,2015,Mar,3.0,,3,,,,,Harsh conditions,"Sahara Desert, between Agadez, Niger and Sabha, Libya",MHub,,Northern Africa,2,19.075158000000, 8.024068000000
5033,40659,North Africa,1-Mar-15,2015,Mar,1.0,,1,,,,,Murdered,"Tripoli, Libya",MHub,,Northern Africa,2,32.849232000000, 13.164800000000
5034,40660,North Africa,1-Mar-15,2015,Mar,2.0,,2,,,,,Murdered,"Tripoli, Libya",MHub,,Northern Africa,2,32.849232000000, 13.164800000000
5035,40716,North Africa,1-Mar-15,2015,Mar,2.0,,2,,,,,Sickness and lack of access to medicines,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
5036,41101,North Africa,1-Mar-15,2015,Mar,2.0,,2,,,,,Violence,"Unspecified location, Libya",MHub,,Northern Africa,2,26.239989000000, 12.913084000000
5037,40321,US-Mexico Border,28-Feb-15,2015,Feb,6.0,,6,,1.0,4.0,,Drowning,Rio Grande,KEPRTV,Central America to US,Northern America,1,29.711067900000, -101.569380500000
5038,44605,North Africa,28-Feb-15,2015,Feb,5.0,,5,,,,,Violence,"Tajoura, Libya",MHub,,Northern Africa,2,32.826788512878, 13.418913357422
5039,40320,East Asia,27-Feb-15,2015,Feb,0.0,15.0,15,4.0,,,,Drowning,Near Macau ,Jakarta Post ,,Eastern Asia,1,22.198745000000, 113.543873000000
5040,40893,Central America,24-Feb-15,2015,Feb,1.0,,1,,,1.0,,Unknown,"La Cuchilla sector in municipality of Concepción Chiquirichapa, Quetzaltenango, Guatemala",Prensa Libre,Central America to US,Central America,1,14.633328000000, -92.133327000000
5041,40892,US-Mexico Border,23-Feb-15,2015,Feb,1.0,,1,,,1.0,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5042,40890,US-Mexico Border,21-Feb-15,2015,Feb,1.0,,1,,1.0,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5043,40891,US-Mexico Border,21-Feb-15,2015,Feb,1.0,,1,,1.0,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5044,40889,US-Mexico Border,18-Feb-15,2015,Feb,1.0,,1,,,,,Unknown,Pima County jurisdiction,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.621437300000, -111.930093400000
5045,41096,Europe,14-Feb-15,2015,Feb,1.0,,1,,,1.0,,Violence,"Calais 'jungle', France",Calais Migrant Solidarity,Calais to United Kingdom,Western Europe,4,50.951300000000, 1.858690000000
5046,40319,Mediterranean,9-Feb-15,2015,Feb,,307.0,307,9.0,,,,Drowning,Between Libya and Lampedusa,IOM Italy from Flavio 29/04/2015,Central Mediterranean,Uncategorized,4,34.361600000000, 12.985800000000
5047,40634,Mediterranean,8-Feb-15,2015,Feb,29.0,,29,76.0,,29.0,,Hypothermia,Lampedusa,IOM Rome and New York Times ,Central Mediterranean,Uncategorized,4,34.379700000000, 12.810100000000
5048,40318,Mediterranean,7-Feb-15,2015,Feb,7.0,2.0,9,6.0,,,,Drowning,"Marmaris, en route to Rhodes",Menafn.com,Eastern Mediterranean,Uncategorized,1,34.579000000000, 12.436500000000
